SpectraSuite Datei
++++++++++++++++++++++++++++++++++++
Datum: Thu Mar 09 10:20:23 CET 2017
Benutzer: Admin
Dark-Spektrum vorhanden: Nein
Referenz-Spektrum vorhanden: Nein
Zahl der probierten Teilspektren: 1
Spektrometer: USB4F05832
Integrationszeit (usec): 100000 (USB4F05832)
Spektren Durchschnitt berechnet: 10 (USB4F05832)
Boxcar Glättung: 0 (USB4F05832)
Dunkelstromkorrektur: Nein (USB4F05832)
Puls/Lampe aktiviert: Nein (USB4F05832)
Correct for Detector Non-linearity: Nein (USB4F05832)
Streulichtkorrektur: Nein (USB4F05832)
Anzahl Pixel in verarbeitetem Spektrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
177,54	1314,18
177,75	1314,18
177,97	1314,18
178,19	1328,93
178,41	1327,49
178,63	1526,35
178,85	1412,07
179,07	1458,56
179,29	1478,84
179,51	1384,22
179,73	1520,00
179,95	1467,37
180,17	1460,61
180,39	1540,28
180,61	1482,11
180,83	1526,56
181,05	1433,37
181,27	1480,48
181,49	1463,07
181,71	1448,12
181,92	1584,51
182,14	1487,64
182,36	1447,30
182,58	1526,97
182,80	1453,85
183,02	1574,48
183,24	1526,35
183,46	1494,20
183,68	1481,30
183,90	1511,61
184,12	1448,32
184,34	1521,64
184,56	1484,16
184,78	1424,36
185,00	1472,08
185,21	1547,04
185,43	1466,14
185,65	1488,26
185,87	1482,11
186,09	1549,90
186,31	1475,77
186,53	1494,61
186,75	1502,80
186,97	1528,60
187,19	1541,30
187,41	1432,96
187,63	1549,49
187,84	1448,73
188,06	1532,50
188,28	1467,98
188,50	1528,81
188,72	1564,03
188,94	1516,52
189,16	1456,52
189,38	1460,82
189,60	1506,28
189,82	1473,51
190,03	1516,73
190,25	1478,22
190,47	1516,32
190,69	1495,02
190,91	1432,55
191,13	1503,62
191,35	1551,34
191,57	1492,56
191,79	1481,09
192,01	1501,78
192,22	1537,61
192,44	1491,74
192,66	1516,32
192,88	1494,81
193,10	1495,22
193,32	1477,00
193,54	1568,54
193,76	1544,17
193,98	1471,06
194,19	1508,12
194,41	1476,79
194,63	1452,62
194,85	1479,45
195,07	1530,45
195,29	1447,09
195,51	1520,00
195,73	1463,27
195,94	1489,49
196,16	1482,93
196,38	1569,36
196,60	1468,80
196,82	1446,89
197,04	1486,62
197,26	1456,11
197,48	1445,05
197,69	1504,44
197,91	1456,92
198,13	1461,84
198,35	1486,62
198,57	1474,54
198,79	1532,29
199,01	1518,98
199,22	1516,11
199,44	1544,37
199,66	1491,95
199,88	1477,40
200,10	1529,42
200,32	1496,86
200,54	1537,82
200,75	1558,91
200,97	1477,00
201,19	1529,83
201,41	1525,94
201,63	1480,68
201,85	1444,02
202,06	1504,03
202,28	1460,41
202,50	1512,42
202,72	1404,09
202,94	1445,46
203,16	1475,77
203,38	1483,96
203,59	1467,16
203,81	1526,76
204,03	1442,38
204,25	1486,01
204,47	1537,00
204,69	1488,05
204,90	1454,88
205,12	1523,48
205,34	1494,81
205,56	1493,99
205,78	1444,02
206,00	1571,61
206,21	1545,81
206,43	1465,53
206,65	1512,02
206,87	1436,65
207,09	1519,80
207,30	1463,89
207,52	1517,95
207,74	1498,09
207,96	1478,84
208,18	1501,78
208,40	1472,28
208,61	1474,95
208,83	1499,93
209,05	1432,76
209,27	1398,76
209,49	1516,73
209,70	1509,56
209,92	1512,02
210,14	1452,83
210,36	1475,97
210,58	1481,71
210,79	1518,57
211,01	1439,72
211,23	1517,34
211,45	1532,29
211,67	1490,92
211,88	1436,85
212,10	1541,30
212,32	1444,43
212,54	1469,42
212,76	1457,33
212,97	1453,44
213,19	1450,78
213,41	1542,73
213,63	1443,82
213,85	1469,62
214,06	1454,47
214,28	1552,57
214,50	1459,38
214,72	1528,60
214,94	1495,02
215,15	1488,87
215,37	1464,50
215,59	1474,54
215,81	1540,07
216,02	1496,86
216,24	1536,18
216,46	1431,73
216,68	1498,91
216,90	1497,68
217,11	1561,37
217,33	1453,03
217,55	1556,25
217,77	1476,59
217,98	1556,05
218,20	1512,22
218,42	1555,43
218,64	1497,07
218,85	1543,76
219,07	1475,56
219,29	1483,14
219,51	1518,57
219,73	1469,01
219,94	1485,19
220,16	1553,38
220,38	1504,23
220,60	1454,06
220,81	1423,75
221,03	1435,42
221,25	1534,75
221,47	1437,47
221,68	1489,90
221,90	1541,30
222,12	1478,84
222,34	1510,17
222,55	1526,97
222,77	1536,39
222,99	1495,02
223,21	1508,74
223,42	1543,96
223,64	1506,69
223,86	1444,43
224,08	1504,44
224,29	1544,37
224,51	1480,68
224,73	1500,34
224,94	1519,18
225,16	1449,96
225,38	1486,83
225,60	1518,16
225,81	1466,55
226,03	1477,40
226,25	1449,35
226,47	1502,80
226,68	1508,12
226,90	1516,93
227,12	1502,39
227,33	1494,81
227,55	1454,67
227,77	1456,52
227,99	1558,91
228,20	1485,19
228,42	1508,74
228,64	1500,34
228,86	1483,96
229,07	1480,89
229,29	1457,54
229,51	1398,97
229,72	1548,47
229,94	1497,07
230,16	1520,62
230,38	1474,54
230,59	1485,60
230,81	1561,37
231,03	1496,25
231,24	1486,21
231,46	1445,25
231,68	1474,33
231,89	1488,05
232,11	1453,65
232,33	1525,94
232,55	1482,93
232,76	1501,98
232,98	1509,35
233,20	1460,82
233,41	1440,95
233,63	1496,66
233,85	1491,13
234,06	1506,69
234,28	1535,16
234,50	1459,38
234,71	1493,99
234,93	1538,84
235,15	1500,55
235,37	1410,03
235,58	1489,28
235,80	1424,57
236,02	1462,45
236,23	1516,73
236,45	1483,34
236,67	1524,51
236,88	1477,81
237,10	1527,17
237,32	1526,76
237,53	1484,78
237,75	1504,85
237,97	1440,75
238,18	1483,14
238,40	1509,56
238,62	1467,16
238,83	1499,73
239,05	1476,59
239,27	1475,15
239,48	1453,44
239,70	1483,14
239,92	1540,48
240,13	1537,00
240,35	1487,85
240,57	1505,67
240,78	1472,49
241,00	1443,82
241,22	1499,93
241,43	1555,84
241,65	1484,57
241,87	1539,66
242,08	1605,20
242,30	1479,45
242,52	1495,02
242,73	1526,56
242,95	1448,73
243,16	1489,28
243,38	1565,47
243,60	1493,38
243,81	1507,10
244,03	1524,51
244,25	1444,02
244,46	1469,21
244,68	1463,89
244,90	1472,69
245,11	1439,72
245,33	1470,24
245,55	1504,44
245,76	1473,10
245,98	1475,97
246,19	1539,05
246,41	1564,24
246,63	1529,22
246,84	1557,89
247,06	1508,12
247,28	1505,05
247,49	1460,41
247,71	1446,89
247,92	1521,64
248,14	1556,05
248,36	1524,71
248,57	1539,46
248,79	1521,85
249,01	1493,99
249,22	1500,75
249,44	1514,88
249,65	1476,38
249,87	1502,39
250,09	1517,34
250,30	1510,79
250,52	1476,18
250,73	1536,80
250,95	1476,79
251,17	1498,70
251,38	1482,93
251,60	1463,27
251,81	1541,10
252,03	1575,91
252,25	1456,92
252,46	1473,72
252,68	1550,93
252,89	1493,79
253,11	1503,00
253,33	1501,98
253,54	1424,77
253,76	1505,87
253,97	1512,83
254,19	1537,21
