SpectraSuite Datei
++++++++++++++++++++++++++++++++++++
Datum: Thu Mar 09 10:37:01 CET 2017
Benutzer: Admin
Dark-Spektrum vorhanden: Nein
Referenz-Spektrum vorhanden: Nein
Zahl der probierten Teilspektren: 1
Spektrometer: USB4F05832
Integrationszeit (usec): 100000 (USB4F05832)
Spektren Durchschnitt berechnet: 10 (USB4F05832)
Boxcar Glättung: 0 (USB4F05832)
Dunkelstromkorrektur: Nein (USB4F05832)
Puls/Lampe aktiviert: Nein (USB4F05832)
Correct for Detector Non-linearity: Nein (USB4F05832)
Streulichtkorrektur: Nein (USB4F05832)
Anzahl Pixel in verarbeitetem Spektrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
177,54	1347,36
177,75	1347,36
177,97	1347,36
178,19	1309,88
178,41	1334,05
178,63	1521,23
178,85	1420,27
179,07	1458,77
179,29	1456,31
179,51	1425,18
179,73	1474,74
179,95	1481,71
180,17	1454,67
180,39	1525,94
180,61	1490,51
180,83	1545,81
181,05	1423,13
181,27	1481,50
181,49	1480,68
181,71	1469,62
181,92	1596,19
182,14	1479,45
182,36	1471,88
182,58	1537,21
182,80	1458,97
183,02	1570,38
183,24	1533,11
183,46	1502,80
183,68	1452,01
183,90	1505,05
184,12	1462,25
184,34	1500,55
184,56	1487,64
184,78	1445,66
185,00	1490,72
185,21	1554,00
185,43	1458,15
185,65	1514,68
185,87	1469,42
186,09	1565,06
186,31	1493,79
186,53	1520,41
186,75	1529,42
186,97	1563,83
187,19	1567,31
187,41	1444,84
187,63	1553,79
187,84	1440,34
188,06	1531,27
188,28	1492,56
188,50	1516,11
188,72	1554,61
188,94	1529,01
189,16	1447,50
189,38	1462,45
189,60	1525,33
189,82	1485,19
190,03	1511,20
190,25	1465,12
190,47	1545,19
190,69	1482,73
190,91	1428,87
191,13	1496,86
191,35	1563,01
191,57	1459,38
191,79	1491,95
192,01	1527,78
192,22	1549,29
192,44	1467,78
192,66	1514,27
192,88	1519,18
193,10	1482,52
193,32	1479,66
193,54	1544,37
193,76	1580,42
193,98	1454,67
194,19	1517,14
194,41	1492,97
194,63	1456,92
194,85	1483,96
195,07	1540,28
195,29	1441,77
195,51	1516,52
195,73	1467,98
195,94	1478,43
196,16	1504,85
196,38	1581,85
196,60	1492,15
196,82	1471,06
197,04	1477,20
197,26	1459,79
197,48	1472,49
197,69	1508,74
197,91	1449,96
198,13	1456,31
198,35	1511,40
198,57	1479,66
198,79	1538,43
199,01	1509,35
199,22	1510,58
199,44	1552,36
199,66	1481,09
199,88	1489,28
200,10	1529,01
200,32	1514,88
200,54	1532,70
200,75	1597,21
200,97	1465,12
201,19	1548,67
201,41	1549,08
201,63	1471,67
201,85	1460,41
202,06	1495,22
202,28	1484,78
202,50	1508,53
202,72	1425,18
202,94	1438,70
203,16	1484,37
203,38	1489,69
203,59	1492,97
203,81	1535,77
204,03	1413,51
204,25	1496,66
204,47	1564,65
204,69	1530,45
204,90	1460,41
205,12	1512,02
205,34	1496,25
205,56	1488,26
205,78	1475,97
206,00	1577,14
206,21	1546,83
206,43	1505,05
206,65	1510,38
206,87	1455,49
207,09	1520,62
207,30	1467,98
207,52	1538,43
207,74	1531,88
207,96	1484,37
208,18	1516,11
208,40	1471,26
208,61	1485,39
208,83	1498,09
209,05	1439,93
209,27	1427,43
209,49	1534,13
209,70	1553,38
209,92	1523,07
210,14	1429,89
210,36	1464,50
210,58	1515,91
210,79	1520,82
211,01	1452,83
211,23	1525,33
211,45	1550,52
211,67	1512,02
211,88	1440,54
212,10	1530,24
212,32	1463,27
212,54	1493,17
212,76	1494,20
212,97	1454,06
213,19	1429,07
213,41	1536,80
213,63	1471,88
213,85	1494,81
214,06	1454,26
214,28	1571,41
214,50	1460,41
214,72	1525,74
214,94	1510,99
215,15	1477,00
215,37	1448,53
215,59	1468,60
215,81	1512,63
216,02	1487,03
216,24	1559,32
216,46	1468,19
216,68	1473,72
216,90	1509,35
217,11	1544,58
217,33	1472,90
217,55	1541,30
217,77	1509,56
217,98	1544,58
218,20	1516,73
218,42	1538,84
218,64	1501,16
218,85	1557,89
219,07	1504,44
219,29	1478,22
219,51	1534,95
219,73	1496,25
219,94	1479,04
220,16	1547,45
220,38	1510,38
220,60	1496,04
220,81	1432,14
221,03	1421,90
221,25	1549,08
