U_ein	ein_err	U_aus1	aus1_err U_aus2	aus2_err
-0.250	0.001	4.04	0.01	14.1	0.1	
-0.190	0.001	3.06	0.01	14.1	0.1
-0.130	0.001	2.10	0.01	11.8	0.1
-0.0700	0.0001	1.14	0.01	6.34	0.01
-0.0100	0.0001	0.160	0.001	1.00	0.01
0.0500	0.0001	-0.80	0.001	-4.501	0.01
0.110	0.001	-1.74	0.02	-9.88	0.01
0.171	0.001	-2.74	0.01	-12.9	0.1
0.230	0.001	-3.70	0.01	-12.9	0.1
