1	1
2	5
3	3
4	4
5	8
6	6
7	6
8	3
9	3
10	6
11	4
12	8
13	4
14	6
15	5
16	7
17	4
18	7
19	3
20	4
21	5
22	7
23	4
24	4
25	5
26	3
27	6
28	7
29	4
30	3
31	6
32	7
33	4
34	3
35	9
36	9
37	7
38	3
39	4
40	6
41	5
42	9
43	3
44	7
45	8
46	3
47	6
48	5
49	6
