1	1490
2	1390
3	1343
4	1297
5	1286
6	1169
7	1131
8	1218
9	1162
10	1117
11	1143
12	1091
13	1028
14	979
15	1002
16	955
17	960
18	892
19	905
20	895
21	815
22	828
23	806
24	771
25	773
26	792
