1	173
2	144
3	100
4	75
5	59
6	50
7	61
8	44
9	45
10	34
11	21
12	24
13	19
14	22
15	24
16	11
17	16
18	18
19	15
20	28
21	17
22	15
23	17
24	14
25	14
26	15
27	4
28	16
29	12
30	13
31	10
32	14
33	15
34	12
35	12
36	14
37	19
38	7
39	9
40	4
41	7
