X,CH1,
Second,Volt,
-9.8360002e-02,7.20000e-03,
-9.8339997e-02,7.20000e-03,
-9.8320000e-02,8.00000e-03,
-9.8300003e-02,8.00000e-03,
-9.8279998e-02,7.20000e-03,
-9.8260000e-02,7.20000e-03,
-9.8240003e-02,7.20000e-03,
-9.8219998e-02,8.00000e-03,
-9.8200001e-02,7.20000e-03,
-9.8179996e-02,8.00000e-03,
-9.8159999e-02,8.00000e-03,
-9.8140001e-02,8.00000e-03,
-9.8119996e-02,8.00000e-03,
-9.8099999e-02,8.80000e-03,
-9.8080002e-02,8.80000e-03,
-9.8059997e-02,8.80000e-03,
-9.8040000e-02,8.00000e-03,
-9.8020002e-02,8.80000e-03,
-9.7999997e-02,8.80000e-03,
-9.7980000e-02,8.80000e-03,
-9.7960003e-02,8.80000e-03,
-9.7939998e-02,8.80000e-03,
-9.7920001e-02,8.80000e-03,
-9.7900003e-02,9.60000e-03,
-9.7879998e-02,9.60000e-03,
-9.7860001e-02,9.60000e-03,
-9.7839996e-02,1.04000e-02,
-9.7819999e-02,1.04000e-02,
-9.7800002e-02,1.04000e-02,
-9.7779997e-02,1.04000e-02,
-9.7759999e-02,1.04000e-02,
-9.7740002e-02,8.80000e-03,
-9.7719997e-02,8.80000e-03,
-9.7700000e-02,8.80000e-03,
-9.7680002e-02,8.80000e-03,
-9.7659998e-02,8.80000e-03,
-9.7640000e-02,8.00000e-03,
-9.7620003e-02,8.80000e-03,
-9.7599998e-02,8.80000e-03,
-9.7580001e-02,8.80000e-03,
-9.7560003e-02,8.80000e-03,
-9.7539999e-02,8.00000e-03,
-9.7520001e-02,8.00000e-03,
-9.7499996e-02,8.00000e-03,
-9.7479999e-02,8.00000e-03,
-9.7460002e-02,8.00000e-03,
-9.7439997e-02,8.00000e-03,
-9.7420000e-02,8.00000e-03,
-9.7400002e-02,7.20000e-03,
-9.7379997e-02,8.00000e-03,
-9.7360000e-02,8.00000e-03,
-9.7340003e-02,8.00000e-03,
-9.7319998e-02,8.00000e-03,
-9.7300000e-02,8.00000e-03,
-9.7280003e-02,7.20000e-03,
-9.7259998e-02,8.00000e-03,
-9.7240001e-02,8.00000e-03,
-9.7219996e-02,8.00000e-03,
-9.7199999e-02,8.00000e-03,
-9.7180001e-02,8.00000e-03,
-9.7159997e-02,7.20000e-03,
-9.7139999e-02,8.00000e-03,
-9.7120002e-02,8.00000e-03,
-9.7099997e-02,8.00000e-03,
-9.7080000e-02,8.00000e-03,
-9.7060002e-02,8.00000e-03,
-9.7039998e-02,8.00000e-03,
-9.7020000e-02,8.00000e-03,
-9.7000003e-02,8.00000e-03,
-9.6979998e-02,8.00000e-03,
-9.6960001e-02,8.00000e-03,
-9.6940003e-02,8.00000e-03,
-9.6919999e-02,7.20000e-03,
-9.6900001e-02,8.00000e-03,
-9.6879996e-02,8.00000e-03,
-9.6859999e-02,8.00000e-03,
-9.6840002e-02,8.00000e-03,
-9.6819997e-02,8.00000e-03,
-9.6799999e-02,8.80000e-03,
-9.6780002e-02,8.00000e-03,
-9.6759997e-02,8.80000e-03,
-9.6740000e-02,8.00000e-03,
-9.6720003e-02,8.80000e-03,
-9.6699998e-02,8.80000e-03,
-9.6680000e-02,9.60000e-03,
-9.6660003e-02,8.80000e-03,
-9.6639998e-02,8.80000e-03,
-9.6620001e-02,8.80000e-03,
-9.6599996e-02,8.00000e-03,
-9.6579999e-02,8.00000e-03,
-9.6560001e-02,8.80000e-03,
-9.6539997e-02,8.80000e-03,
-9.6519999e-02,8.80000e-03,
-9.6500002e-02,9.60000e-03,
-9.6479997e-02,9.60000e-03,
-9.6460000e-02,9.60000e-03,
-9.6440002e-02,8.80000e-03,
-9.6419998e-02,9.60000e-03,
-9.6400000e-02,8.80000e-03,
-9.6380003e-02,8.80000e-03,
-9.6359998e-02,8.80000e-03,
-9.6340001e-02,8.80000e-03,
-9.6320003e-02,9.60000e-03,
-9.6299998e-02,8.80000e-03,
-9.6280001e-02,8.80000e-03,
-9.6259996e-02,9.60000e-03,
-9.6239999e-02,9.60000e-03,
-9.6220002e-02,8.80000e-03,
-9.6199997e-02,8.80000e-03,
-9.6179999e-02,8.80000e-03,
-9.6160002e-02,8.80000e-03,
-9.6139997e-02,9.60000e-03,
-9.6120000e-02,9.60000e-03,
-9.6100003e-02,9.60000e-03,
-9.6079998e-02,9.60000e-03,
-9.6060000e-02,9.60000e-03,
-9.6040003e-02,9.60000e-03,
-9.6019998e-02,1.04000e-02,
-9.6000001e-02,1.04000e-02,
-9.5979996e-02,1.12000e-02,
-9.5959999e-02,1.04000e-02,
-9.5940001e-02,1.04000e-02,
-9.5919997e-02,1.04000e-02,
-9.5899999e-02,9.60000e-03,
-9.5880002e-02,8.80000e-03,
-9.5859997e-02,9.60000e-03,
-9.5840000e-02,8.80000e-03,
-9.5820002e-02,8.00000e-03,
-9.5799997e-02,8.00000e-03,
-9.5780000e-02,7.20000e-03,
-9.5760003e-02,8.00000e-03,
-9.5739998e-02,8.00000e-03,
-9.5720001e-02,8.80000e-03,
-9.5700003e-02,8.00000e-03,
-9.5679998e-02,8.00000e-03,
-9.5660001e-02,8.00000e-03,
-9.5639996e-02,8.00000e-03,
-9.5619999e-02,8.00000e-03,
-9.5600002e-02,8.80000e-03,
-9.5579997e-02,8.00000e-03,
-9.5559999e-02,8.80000e-03,
-9.5540002e-02,8.80000e-03,
-9.5519997e-02,9.60000e-03,
-9.5500000e-02,9.60000e-03,
-9.5480002e-02,9.60000e-03,
-9.5459998e-02,8.80000e-03,
-9.5440000e-02,8.00000e-03,
-9.5420003e-02,8.00000e-03,
-9.5399998e-02,8.80000e-03,
-9.5380001e-02,8.00000e-03,
-9.5360003e-02,8.00000e-03,
-9.5339999e-02,8.00000e-03,
-9.5320001e-02,8.80000e-03,
-9.5299996e-02,8.00000e-03,
-9.5279999e-02,8.80000e-03,
-9.5260002e-02,9.60000e-03,
-9.5239997e-02,9.60000e-03,
-9.5220000e-02,9.60000e-03,
-9.5200002e-02,1.04000e-02,
-9.5179997e-02,9.60000e-03,
-9.5160000e-02,9.60000e-03,
-9.5140003e-02,9.60000e-03,
-9.5119998e-02,9.60000e-03,
-9.5100001e-02,9.60000e-03,
-9.5080003e-02,8.80000e-03,
-9.5059998e-02,9.60000e-03,
-9.5040001e-02,9.60000e-03,
-9.5019996e-02,9.60000e-03,
-9.4999999e-02,1.04000e-02,
-9.4980001e-02,1.04000e-02,
-9.4959997e-02,9.60000e-03,
-9.4939999e-02,9.60000e-03,
-9.4920002e-02,9.60000e-03,
-9.4899997e-02,9.60000e-03,
-9.4880000e-02,9.60000e-03,
-9.4860002e-02,9.60000e-03,
-9.4839998e-02,8.80000e-03,
-9.4820000e-02,8.80000e-03,
-9.4800003e-02,8.00000e-03,
-9.4779998e-02,8.80000e-03,
-9.4760001e-02,8.00000e-03,
-9.4740003e-02,8.80000e-03,
-9.4719999e-02,9.60000e-03,
-9.4700001e-02,9.60000e-03,
-9.4679996e-02,9.60000e-03,
-9.4659999e-02,8.80000e-03,
-9.4640002e-02,8.80000e-03,
-9.4619997e-02,8.80000e-03,
-9.4599999e-02,8.00000e-03,
-9.4580002e-02,7.20000e-03,
-9.4559997e-02,8.00000e-03,
-9.4540000e-02,7.20000e-03,
-9.4520003e-02,8.00000e-03,
-9.4499998e-02,8.00000e-03,
-9.4480000e-02,8.00000e-03,
-9.4460003e-02,8.00000e-03,
-9.4439998e-02,8.80000e-03,
-9.4420001e-02,8.80000e-03,
-9.4399996e-02,9.60000e-03,
-9.4379999e-02,8.80000e-03,
-9.4360001e-02,8.80000e-03,
-9.4339997e-02,8.00000e-03,
-9.4319999e-02,8.00000e-03,
-9.4300002e-02,8.80000e-03,
-9.4279997e-02,8.80000e-03,
-9.4260000e-02,9.60000e-03,
-9.4240002e-02,9.60000e-03,
-9.4219998e-02,9.60000e-03,
-9.4200000e-02,8.80000e-03,
-9.4180003e-02,8.80000e-03,
-9.4159998e-02,8.00000e-03,
-9.4140001e-02,8.00000e-03,
-9.4120003e-02,8.00000e-03,
-9.4099998e-02,8.80000e-03,
-9.4080001e-02,8.00000e-03,
-9.4059996e-02,8.00000e-03,
-9.4039999e-02,8.00000e-03,
-9.4020002e-02,8.00000e-03,
-9.3999997e-02,8.00000e-03,
-9.3979999e-02,8.80000e-03,
-9.3960002e-02,8.00000e-03,
-9.3939997e-02,8.80000e-03,
-9.3920000e-02,9.60000e-03,
-9.3900003e-02,9.60000e-03,
-9.3879998e-02,9.60000e-03,
-9.3860000e-02,9.60000e-03,
-9.3840003e-02,1.04000e-02,
-9.3819998e-02,1.04000e-02,
-9.3800001e-02,1.04000e-02,
-9.3780003e-02,9.60000e-03,
-9.3759999e-02,9.60000e-03,
-9.3740001e-02,9.60000e-03,
-9.3719997e-02,1.04000e-02,
-9.3699999e-02,9.60000e-03,
-9.3680002e-02,1.04000e-02,
-9.3659997e-02,8.80000e-03,
-9.3640000e-02,8.80000e-03,
-9.3620002e-02,8.80000e-03,
-9.3599997e-02,8.80000e-03,
-9.3580000e-02,8.80000e-03,
-9.3560003e-02,8.00000e-03,
-9.3539998e-02,8.00000e-03,
-9.3520001e-02,8.80000e-03,
-9.3500003e-02,8.80000e-03,
-9.3479998e-02,9.60000e-03,
-9.3460001e-02,9.60000e-03,
-9.3439996e-02,8.80000e-03,
-9.3419999e-02,9.60000e-03,
-9.3400002e-02,8.80000e-03,
-9.3379997e-02,8.80000e-03,
-9.3359999e-02,8.80000e-03,
-9.3340002e-02,9.60000e-03,
-9.3319997e-02,8.80000e-03,
-9.3300000e-02,8.80000e-03,
-9.3280002e-02,8.80000e-03,
-9.3259998e-02,8.80000e-03,
-9.3240000e-02,8.80000e-03,
-9.3220003e-02,9.60000e-03,
-9.3199998e-02,9.60000e-03,
-9.3180001e-02,8.80000e-03,
-9.3160003e-02,8.80000e-03,
-9.3139999e-02,9.60000e-03,
-9.3120001e-02,8.80000e-03,
-9.3099996e-02,9.60000e-03,
-9.3079999e-02,9.60000e-03,
-9.3060002e-02,1.04000e-02,
-9.3039997e-02,8.80000e-03,
-9.3020000e-02,9.60000e-03,
-9.3000002e-02,9.60000e-03,
-9.2979997e-02,8.80000e-03,
-9.2960000e-02,8.80000e-03,
-9.2940003e-02,8.80000e-03,
-9.2919998e-02,8.80000e-03,
-9.2900001e-02,8.80000e-03,
-9.2880003e-02,8.80000e-03,
-9.2859998e-02,8.80000e-03,
-9.2840001e-02,8.80000e-03,
-9.2819996e-02,8.80000e-03,
-9.2799999e-02,8.80000e-03,
-9.2780001e-02,9.60000e-03,
-9.2759997e-02,8.80000e-03,
-9.2739999e-02,8.80000e-03,
-9.2720002e-02,8.80000e-03,
-9.2699997e-02,8.00000e-03,
-9.2680000e-02,8.00000e-03,
-9.2660002e-02,8.80000e-03,
-9.2639998e-02,8.80000e-03,
-9.2620000e-02,8.80000e-03,
-9.2600003e-02,8.80000e-03,
-9.2579998e-02,8.00000e-03,
-9.2560001e-02,7.20000e-03,
-9.2540003e-02,7.20000e-03,
-9.2519999e-02,7.20000e-03,
-9.2500001e-02,7.20000e-03,
-9.2479996e-02,6.40000e-03,
-9.2459999e-02,7.20000e-03,
-9.2440002e-02,8.00000e-03,
-9.2419997e-02,8.00000e-03,
-9.2399999e-02,8.80000e-03,
-9.2380002e-02,8.00000e-03,
-9.2359997e-02,8.80000e-03,
-9.2340000e-02,8.80000e-03,
-9.2320003e-02,8.80000e-03,
-9.2299998e-02,8.80000e-03,
-9.2280000e-02,8.80000e-03,
-9.2260003e-02,9.60000e-03,
-9.2239998e-02,8.80000e-03,
-9.2220001e-02,8.80000e-03,
-9.2200004e-02,8.80000e-03,
-9.2179999e-02,8.00000e-03,
-9.2160001e-02,8.00000e-03,
-9.2139997e-02,8.00000e-03,
-9.2119999e-02,8.00000e-03,
-9.2100002e-02,8.00000e-03,
-9.2079997e-02,8.00000e-03,
-9.2060000e-02,8.80000e-03,
-9.2040002e-02,8.00000e-03,
-9.2019998e-02,8.00000e-03,
-9.2000000e-02,8.00000e-03,
-9.1980003e-02,8.00000e-03,
-9.1959998e-02,8.00000e-03,
-9.1940001e-02,8.00000e-03,
-9.1920003e-02,8.00000e-03,
-9.1899998e-02,8.00000e-03,
-9.1880001e-02,8.80000e-03,
-9.1859996e-02,8.80000e-03,
-9.1839999e-02,8.80000e-03,
-9.1820002e-02,8.80000e-03,
-9.1799997e-02,8.00000e-03,
-9.1779999e-02,8.00000e-03,
-9.1760002e-02,8.80000e-03,
-9.1739997e-02,8.00000e-03,
-9.1720000e-02,8.00000e-03,
-9.1700003e-02,8.00000e-03,
-9.1679998e-02,8.00000e-03,
-9.1660000e-02,8.80000e-03,
-9.1640003e-02,8.00000e-03,
-9.1619998e-02,8.00000e-03,
-9.1600001e-02,7.20000e-03,
-9.1580003e-02,8.00000e-03,
-9.1559999e-02,7.20000e-03,
-9.1540001e-02,8.00000e-03,
-9.1519997e-02,7.20000e-03,
-9.1499999e-02,8.00000e-03,
-9.1480002e-02,8.00000e-03,
-9.1459997e-02,8.00000e-03,
-9.1440000e-02,8.00000e-03,
-9.1420002e-02,8.00000e-03,
-9.1399997e-02,8.00000e-03,
-9.1380000e-02,8.00000e-03,
-9.1360003e-02,8.80000e-03,
-9.1339998e-02,8.80000e-03,
-9.1320001e-02,8.80000e-03,
-9.1300003e-02,8.80000e-03,
-9.1279998e-02,8.80000e-03,
-9.1260001e-02,9.60000e-03,
-9.1239996e-02,9.60000e-03,
-9.1219999e-02,9.60000e-03,
-9.1200002e-02,9.60000e-03,
-9.1179997e-02,8.80000e-03,
-9.1159999e-02,8.80000e-03,
-9.1140002e-02,8.80000e-03,
-9.1119997e-02,8.00000e-03,
-9.1100000e-02,8.00000e-03,
-9.1080002e-02,8.00000e-03,
-9.1059998e-02,8.00000e-03,
-9.1040000e-02,8.00000e-03,
-9.1020003e-02,8.80000e-03,
-9.0999998e-02,8.80000e-03,
-9.0980001e-02,8.80000e-03,
-9.0960003e-02,8.80000e-03,
-9.0939999e-02,8.00000e-03,
-9.0920001e-02,8.00000e-03,
-9.0899996e-02,7.20000e-03,
-9.0879999e-02,8.00000e-03,
-9.0860002e-02,8.00000e-03,
-9.0839997e-02,8.00000e-03,
-9.0820000e-02,8.80000e-03,
-9.0800002e-02,8.80000e-03,
-9.0779997e-02,8.80000e-03,
-9.0760000e-02,8.80000e-03,
-9.0740003e-02,8.80000e-03,
-9.0719998e-02,8.80000e-03,
-9.0700001e-02,8.80000e-03,
-9.0680003e-02,8.80000e-03,
-9.0659998e-02,8.80000e-03,
-9.0640001e-02,8.00000e-03,
-9.0619996e-02,8.00000e-03,
-9.0599999e-02,8.00000e-03,
-9.0580001e-02,8.00000e-03,
-9.0559997e-02,8.00000e-03,
-9.0539999e-02,7.20000e-03,
-9.0520002e-02,8.00000e-03,
-9.0499997e-02,8.00000e-03,
-9.0480000e-02,8.00000e-03,
-9.0460002e-02,7.20000e-03,
-9.0439998e-02,7.20000e-03,
-9.0420000e-02,8.00000e-03,
-9.0400003e-02,8.00000e-03,
-9.0379998e-02,8.00000e-03,
-9.0360001e-02,8.00000e-03,
-9.0340003e-02,8.00000e-03,
-9.0319999e-02,8.00000e-03,
-9.0300001e-02,7.20000e-03,
-9.0279996e-02,8.00000e-03,
-9.0259999e-02,8.80000e-03,
-9.0240002e-02,8.80000e-03,
-9.0219997e-02,8.00000e-03,
-9.0200000e-02,8.80000e-03,
-9.0180002e-02,8.00000e-03,
-9.0159997e-02,8.80000e-03,
-9.0140000e-02,8.80000e-03,
-9.0120003e-02,8.80000e-03,
-9.0099998e-02,8.80000e-03,
-9.0080000e-02,8.80000e-03,
-9.0060003e-02,8.80000e-03,
-9.0039998e-02,8.80000e-03,
-9.0020001e-02,8.80000e-03,
-9.0000004e-02,8.80000e-03,
-8.9979999e-02,8.80000e-03,
-8.9960001e-02,8.80000e-03,
-8.9939997e-02,8.00000e-03,
-8.9919999e-02,8.80000e-03,
-8.9900002e-02,8.00000e-03,
-8.9879997e-02,8.80000e-03,
-8.9860000e-02,8.00000e-03,
-8.9840002e-02,8.80000e-03,
-8.9819998e-02,8.80000e-03,
-8.9800000e-02,9.60000e-03,
-8.9780003e-02,9.60000e-03,
-8.9759998e-02,1.04000e-02,
-8.9740001e-02,1.04000e-02,
-8.9720003e-02,1.04000e-02,
-8.9699998e-02,1.04000e-02,
-8.9680001e-02,1.04000e-02,
-8.9659996e-02,8.80000e-03,
-8.9639999e-02,9.60000e-03,
-8.9620002e-02,8.80000e-03,
-8.9599997e-02,8.80000e-03,
-8.9579999e-02,8.00000e-03,
-8.9560002e-02,8.00000e-03,
-8.9539997e-02,8.00000e-03,
-8.9520000e-02,8.80000e-03,
-8.9500003e-02,8.00000e-03,
-8.9479998e-02,8.80000e-03,
-8.9460000e-02,8.80000e-03,
-8.9440003e-02,8.80000e-03,
-8.9419998e-02,8.80000e-03,
-8.9400001e-02,8.80000e-03,
-8.9380004e-02,8.80000e-03,
-8.9359999e-02,8.80000e-03,
-8.9340001e-02,8.00000e-03,
-8.9319997e-02,8.00000e-03,
-8.9299999e-02,8.00000e-03,
-8.9280002e-02,8.80000e-03,
-8.9259997e-02,8.00000e-03,
-8.9240000e-02,8.80000e-03,
-8.9220002e-02,8.00000e-03,
-8.9199997e-02,8.80000e-03,
-8.9180000e-02,8.00000e-03,
-8.9160003e-02,8.00000e-03,
-8.9139998e-02,7.20000e-03,
-8.9120001e-02,8.00000e-03,
-8.9100003e-02,8.00000e-03,
-8.9079998e-02,8.00000e-03,
-8.9060001e-02,8.00000e-03,
-8.9039996e-02,8.00000e-03,
-8.9019999e-02,8.00000e-03,
-8.9000002e-02,8.00000e-03,
-8.8979997e-02,8.80000e-03,
-8.8959999e-02,8.80000e-03,
-8.8940002e-02,8.00000e-03,
-8.8919997e-02,8.80000e-03,
-8.8900000e-02,8.80000e-03,
-8.8880002e-02,8.80000e-03,
-8.8859998e-02,8.80000e-03,
-8.8840000e-02,8.80000e-03,
-8.8820003e-02,8.80000e-03,
-8.8799998e-02,9.60000e-03,
-8.8780001e-02,1.04000e-02,
-8.8760003e-02,1.04000e-02,
-8.8739999e-02,9.60000e-03,
-8.8720001e-02,9.60000e-03,
-8.8699996e-02,8.80000e-03,
-8.8679999e-02,9.60000e-03,
-8.8660002e-02,8.00000e-03,
-8.8639997e-02,8.00000e-03,
-8.8620000e-02,8.00000e-03,
-8.8600002e-02,8.80000e-03,
-8.8579997e-02,8.00000e-03,
-8.8560000e-02,8.00000e-03,
-8.8540003e-02,8.00000e-03,
-8.8519998e-02,8.00000e-03,
-8.8500001e-02,7.20000e-03,
-8.8480003e-02,7.20000e-03,
-8.8459998e-02,7.20000e-03,
-8.8440001e-02,8.00000e-03,
-8.8420004e-02,8.00000e-03,
-8.8399999e-02,7.20000e-03,
-8.8380001e-02,7.20000e-03,
-8.8359997e-02,7.20000e-03,
-8.8339999e-02,7.20000e-03,
-8.8320002e-02,8.00000e-03,
-8.8299997e-02,8.00000e-03,
-8.8280000e-02,8.00000e-03,
-8.8260002e-02,8.00000e-03,
-8.8239998e-02,8.00000e-03,
-8.8220000e-02,7.20000e-03,
-8.8200003e-02,7.20000e-03,
-8.8179998e-02,7.20000e-03,
-8.8160001e-02,7.20000e-03,
-8.8140003e-02,7.20000e-03,
-8.8119999e-02,8.00000e-03,
-8.8100001e-02,8.00000e-03,
-8.8079996e-02,8.80000e-03,
-8.8059999e-02,8.80000e-03,
-8.8040002e-02,8.80000e-03,
-8.8019997e-02,8.00000e-03,
-8.8000000e-02,8.00000e-03,
-8.7980002e-02,8.00000e-03,
-8.7959997e-02,8.80000e-03,
-8.7940000e-02,8.80000e-03,
-8.7920003e-02,8.80000e-03,
-8.7899998e-02,8.80000e-03,
-8.7880000e-02,8.80000e-03,
-8.7860003e-02,8.80000e-03,
-8.7839998e-02,8.80000e-03,
-8.7820001e-02,9.60000e-03,
-8.7800004e-02,9.60000e-03,
-8.7779999e-02,9.60000e-03,
-8.7760001e-02,9.60000e-03,
-8.7739997e-02,9.60000e-03,
-8.7719999e-02,9.60000e-03,
-8.7700002e-02,8.80000e-03,
-8.7679997e-02,8.80000e-03,
-8.7660000e-02,8.00000e-03,
-8.7640002e-02,8.00000e-03,
-8.7619998e-02,7.20000e-03,
-8.7600000e-02,8.00000e-03,
-8.7580003e-02,7.20000e-03,
-8.7559998e-02,8.00000e-03,
-8.7540001e-02,7.20000e-03,
-8.7520003e-02,7.20000e-03,
-8.7499999e-02,8.00000e-03,
-8.7480001e-02,8.00000e-03,
-8.7459996e-02,8.00000e-03,
-8.7439999e-02,7.20000e-03,
-8.7420002e-02,8.00000e-03,
-8.7399997e-02,8.00000e-03,
-8.7379999e-02,8.00000e-03,
-8.7360002e-02,8.00000e-03,
-8.7339997e-02,8.00000e-03,
-8.7320000e-02,8.00000e-03,
-8.7300003e-02,8.00000e-03,
-8.7279998e-02,8.00000e-03,
-8.7260000e-02,8.00000e-03,
-8.7240003e-02,8.00000e-03,
-8.7219998e-02,8.00000e-03,
-8.7200001e-02,8.80000e-03,
-8.7180004e-02,8.00000e-03,
-8.7159999e-02,8.00000e-03,
-8.7140001e-02,8.00000e-03,
-8.7119997e-02,8.00000e-03,
-8.7099999e-02,8.00000e-03,
-8.7080002e-02,8.00000e-03,
-8.7059997e-02,8.00000e-03,
-8.7040000e-02,8.00000e-03,
-8.7020002e-02,8.00000e-03,
-8.6999997e-02,8.00000e-03,
-8.6980000e-02,8.00000e-03,
-8.6960003e-02,8.00000e-03,
-8.6939998e-02,8.00000e-03,
-8.6920001e-02,8.00000e-03,
-8.6900003e-02,8.00000e-03,
-8.6879998e-02,8.00000e-03,
-8.6860001e-02,7.20000e-03,
-8.6839996e-02,7.20000e-03,
-8.6819999e-02,7.20000e-03,
-8.6800002e-02,7.20000e-03,
-8.6779997e-02,8.00000e-03,
-8.6759999e-02,7.20000e-03,
-8.6740002e-02,8.00000e-03,
-8.6719997e-02,8.00000e-03,
-8.6700000e-02,8.80000e-03,
-8.6680003e-02,8.80000e-03,
-8.6659998e-02,8.80000e-03,
-8.6640000e-02,8.80000e-03,
-8.6620003e-02,8.80000e-03,
-8.6599998e-02,8.00000e-03,
-8.6580001e-02,8.00000e-03,
-8.6560003e-02,8.00000e-03,
-8.6539999e-02,8.00000e-03,
-8.6520001e-02,7.20000e-03,
-8.6499996e-02,7.20000e-03,
-8.6479999e-02,7.20000e-03,
-8.6460002e-02,7.20000e-03,
-8.6439997e-02,8.00000e-03,
-8.6420000e-02,8.00000e-03,
-8.6400002e-02,8.00000e-03,
-8.6379997e-02,8.00000e-03,
-8.6360000e-02,8.00000e-03,
-8.6340003e-02,7.20000e-03,
-8.6319998e-02,8.00000e-03,
-8.6300001e-02,8.00000e-03,
-8.6280003e-02,8.00000e-03,
-8.6259998e-02,8.00000e-03,
-8.6240001e-02,8.80000e-03,
-8.6220004e-02,8.80000e-03,
-8.6199999e-02,8.80000e-03,
-8.6180001e-02,8.00000e-03,
-8.6159997e-02,8.80000e-03,
-8.6139999e-02,8.80000e-03,
-8.6120002e-02,8.00000e-03,
-8.6099997e-02,8.80000e-03,
-8.6080000e-02,8.80000e-03,
-8.6060002e-02,9.60000e-03,
-8.6039998e-02,9.60000e-03,
-8.6020000e-02,9.60000e-03,
-8.6000003e-02,8.80000e-03,
-8.5979998e-02,8.80000e-03,
-8.5960001e-02,8.80000e-03,
-8.5940003e-02,8.80000e-03,
-8.5919999e-02,8.80000e-03,
-8.5900001e-02,8.80000e-03,
-8.5879996e-02,8.00000e-03,
-8.5859999e-02,8.80000e-03,
-8.5840002e-02,8.00000e-03,
-8.5819997e-02,8.00000e-03,
-8.5800000e-02,8.00000e-03,
-8.5780002e-02,8.80000e-03,
-8.5759997e-02,8.00000e-03,
-8.5740000e-02,8.00000e-03,
-8.5720003e-02,8.00000e-03,
-8.5699998e-02,8.80000e-03,
-8.5680000e-02,8.00000e-03,
-8.5660003e-02,8.80000e-03,
-8.5639998e-02,8.00000e-03,
-8.5620001e-02,8.80000e-03,
-8.5600004e-02,8.00000e-03,
-8.5579999e-02,8.00000e-03,
-8.5560001e-02,8.00000e-03,
-8.5539997e-02,8.00000e-03,
-8.5519999e-02,8.00000e-03,
-8.5500002e-02,8.00000e-03,
-8.5479997e-02,8.00000e-03,
-8.5460000e-02,8.00000e-03,
-8.5440002e-02,8.00000e-03,
-8.5419998e-02,8.80000e-03,
-8.5400000e-02,8.80000e-03,
-8.5380003e-02,8.00000e-03,
-8.5359998e-02,8.00000e-03,
-8.5340001e-02,8.00000e-03,
-8.5320003e-02,8.00000e-03,
-8.5299999e-02,8.80000e-03,
-8.5280001e-02,8.80000e-03,
-8.5259996e-02,8.80000e-03,
-8.5239999e-02,8.80000e-03,
-8.5220002e-02,8.80000e-03,
-8.5199997e-02,8.80000e-03,
-8.5179999e-02,8.00000e-03,
-8.5160002e-02,8.00000e-03,
-8.5139997e-02,8.80000e-03,
-8.5120000e-02,9.60000e-03,
-8.5100003e-02,8.80000e-03,
-8.5079998e-02,9.60000e-03,
-8.5060000e-02,8.80000e-03,
-8.5040003e-02,8.80000e-03,
-8.5019998e-02,8.80000e-03,
-8.5000001e-02,8.00000e-03,
-8.4980004e-02,8.80000e-03,
-8.4959999e-02,8.80000e-03,
-8.4940001e-02,8.80000e-03,
-8.4919997e-02,8.80000e-03,
-8.4899999e-02,8.80000e-03,
-8.4880002e-02,9.60000e-03,
-8.4859997e-02,9.60000e-03,
-8.4840000e-02,9.60000e-03,
-8.4820002e-02,9.60000e-03,
-8.4799998e-02,8.80000e-03,
-8.4780000e-02,8.80000e-03,
-8.4760003e-02,8.80000e-03,
-8.4739998e-02,8.80000e-03,
-8.4720001e-02,8.80000e-03,
-8.4700003e-02,9.60000e-03,
-8.4679998e-02,1.04000e-02,
-8.4660001e-02,1.04000e-02,
-8.4640004e-02,1.04000e-02,
-8.4619999e-02,1.04000e-02,
-8.4600002e-02,9.60000e-03,
-8.4579997e-02,9.60000e-03,
-8.4559999e-02,8.80000e-03,
-8.4540002e-02,8.80000e-03,
-8.4519997e-02,8.00000e-03,
-8.4500000e-02,8.80000e-03,
-8.4480003e-02,8.80000e-03,
-8.4459998e-02,8.80000e-03,
-8.4440000e-02,8.80000e-03,
-8.4420003e-02,8.80000e-03,
-8.4399998e-02,8.80000e-03,
-8.4380001e-02,8.80000e-03,
-8.4360003e-02,8.80000e-03,
-8.4339999e-02,8.80000e-03,
-8.4320001e-02,8.00000e-03,
-8.4299996e-02,8.80000e-03,
-8.4279999e-02,8.00000e-03,
-8.4260002e-02,8.80000e-03,
-8.4239997e-02,8.00000e-03,
-8.4220000e-02,8.00000e-03,
-8.4200002e-02,8.00000e-03,
-8.4179997e-02,8.00000e-03,
-8.4160000e-02,8.00000e-03,
-8.4140003e-02,8.00000e-03,
-8.4119998e-02,8.00000e-03,
-8.4100001e-02,8.80000e-03,
-8.4080003e-02,8.80000e-03,
-8.4059998e-02,8.00000e-03,
-8.4040001e-02,8.00000e-03,
-8.4020004e-02,8.80000e-03,
-8.3999999e-02,8.00000e-03,
-8.3980002e-02,8.80000e-03,
-8.3959997e-02,8.00000e-03,
-8.3939999e-02,9.60000e-03,
-8.3920002e-02,8.80000e-03,
-8.3899997e-02,9.60000e-03,
-8.3880000e-02,9.60000e-03,
-8.3860002e-02,9.60000e-03,
-8.3839998e-02,9.60000e-03,
-8.3820000e-02,8.80000e-03,
-8.3800003e-02,9.60000e-03,
-8.3779998e-02,9.60000e-03,
-8.3760001e-02,8.80000e-03,
-8.3740003e-02,8.80000e-03,
-8.3719999e-02,8.00000e-03,
-8.3700001e-02,8.80000e-03,
-8.3679996e-02,9.60000e-03,
-8.3659999e-02,9.60000e-03,
