X,CH1,
Second,Volt,
-1.5957999e-01,8.00000e-03,
-1.5955999e-01,8.80000e-03,
-1.5954000e-01,8.00000e-03,
-1.5951999e-01,8.00000e-03,
-1.5949999e-01,8.00000e-03,
-1.5947999e-01,7.20000e-03,
-1.5945999e-01,7.20000e-03,
-1.5944000e-01,8.00000e-03,
-1.5941998e-01,8.00000e-03,
-1.5939999e-01,8.00000e-03,
-1.5937999e-01,7.20000e-03,
-1.5935999e-01,8.00000e-03,
-1.5933999e-01,7.20000e-03,
-1.5932000e-01,7.20000e-03,
-1.5929998e-01,7.20000e-03,
-1.5927999e-01,7.20000e-03,
-1.5925999e-01,7.20000e-03,
-1.5923999e-01,7.20000e-03,
-1.5922000e-01,7.20000e-03,
-1.5920000e-01,7.20000e-03,
-1.5917999e-01,7.20000e-03,
-1.5915999e-01,7.20000e-03,
-1.5913999e-01,7.20000e-03,
-1.5911999e-01,7.20000e-03,
-1.5910000e-01,7.20000e-03,
-1.5907998e-01,8.00000e-03,
-1.5905999e-01,8.00000e-03,
-1.5903999e-01,8.00000e-03,
-1.5901999e-01,8.00000e-03,
-1.5899999e-01,8.00000e-03,
-1.5898000e-01,7.20000e-03,
-1.5895998e-01,7.20000e-03,
-1.5893999e-01,7.20000e-03,
-1.5891999e-01,8.00000e-03,
-1.5889999e-01,6.40000e-03,
-1.5888000e-01,7.20000e-03,
-1.5886000e-01,8.00000e-03,
-1.5883999e-01,8.00000e-03,
-1.5881999e-01,8.00000e-03,
-1.5879999e-01,8.00000e-03,
-1.5877999e-01,8.00000e-03,
-1.5876000e-01,8.00000e-03,
-1.5873998e-01,7.20000e-03,
-1.5871999e-01,7.20000e-03,
-1.5869999e-01,6.40000e-03,
-1.5867999e-01,6.40000e-03,
-1.5865999e-01,6.40000e-03,
-1.5864000e-01,6.40000e-03,
-1.5861998e-01,6.40000e-03,
-1.5859999e-01,5.60000e-03,
-1.5857999e-01,6.40000e-03,
-1.5855999e-01,7.20000e-03,
-1.5854000e-01,7.20000e-03,
-1.5851998e-01,7.20000e-03,
-1.5849999e-01,7.20000e-03,
-1.5847999e-01,8.00000e-03,
-1.5845999e-01,7.20000e-03,
-1.5843999e-01,8.00000e-03,
-1.5842000e-01,8.00000e-03,
-1.5839998e-01,8.00000e-03,
-1.5837999e-01,8.80000e-03,
-1.5835999e-01,8.00000e-03,
-1.5833999e-01,8.00000e-03,
-1.5831999e-01,8.80000e-03,
-1.5830000e-01,8.00000e-03,
-1.5827999e-01,8.80000e-03,
-1.5825999e-01,8.80000e-03,
-1.5823999e-01,8.80000e-03,
-1.5821999e-01,8.80000e-03,
-1.5820000e-01,8.80000e-03,
-1.5817998e-01,8.80000e-03,
-1.5815999e-01,8.00000e-03,
-1.5813999e-01,8.80000e-03,
-1.5811999e-01,8.80000e-03,
-1.5809999e-01,8.80000e-03,
-1.5808000e-01,8.80000e-03,
-1.5805998e-01,8.80000e-03,
-1.5803999e-01,8.80000e-03,
-1.5801999e-01,9.60000e-03,
-1.5799999e-01,8.80000e-03,
-1.5798000e-01,8.00000e-03,
-1.5796000e-01,8.80000e-03,
-1.5793999e-01,8.00000e-03,
-1.5791999e-01,8.00000e-03,
-1.5789999e-01,6.40000e-03,
-1.5787999e-01,7.20000e-03,
-1.5786000e-01,7.20000e-03,
-1.5783998e-01,7.20000e-03,
-1.5781999e-01,8.00000e-03,
-1.5779999e-01,8.00000e-03,
-1.5777999e-01,8.00000e-03,
-1.5775999e-01,8.00000e-03,
-1.5774000e-01,8.80000e-03,
-1.5771998e-01,8.00000e-03,
-1.5769999e-01,8.00000e-03,
-1.5767999e-01,8.00000e-03,
-1.5765999e-01,8.80000e-03,
-1.5764000e-01,8.00000e-03,
-1.5762000e-01,8.80000e-03,
-1.5759999e-01,8.00000e-03,
-1.5757999e-01,8.00000e-03,
-1.5755999e-01,8.00000e-03,
-1.5753999e-01,8.00000e-03,
-1.5752000e-01,8.80000e-03,
-1.5749998e-01,8.80000e-03,
-1.5747999e-01,8.80000e-03,
-1.5745999e-01,9.60000e-03,
-1.5743999e-01,8.80000e-03,
-1.5741999e-01,9.60000e-03,
-1.5740000e-01,9.60000e-03,
-1.5737998e-01,8.80000e-03,
-1.5735999e-01,8.80000e-03,
-1.5733999e-01,8.00000e-03,
-1.5731999e-01,8.80000e-03,
-1.5730000e-01,8.00000e-03,
-1.5728000e-01,8.80000e-03,
-1.5725999e-01,8.00000e-03,
-1.5723999e-01,8.80000e-03,
-1.5721999e-01,8.80000e-03,
-1.5719999e-01,8.80000e-03,
-1.5718000e-01,8.80000e-03,
-1.5715998e-01,8.00000e-03,
-1.5713999e-01,8.80000e-03,
-1.5711999e-01,8.80000e-03,
-1.5709999e-01,8.80000e-03,
-1.5707999e-01,8.00000e-03,
-1.5706000e-01,8.00000e-03,
-1.5703999e-01,7.20000e-03,
-1.5701999e-01,8.00000e-03,
-1.5699999e-01,8.00000e-03,
-1.5697999e-01,8.00000e-03,
-1.5696000e-01,8.00000e-03,
-1.5693998e-01,8.80000e-03,
-1.5691999e-01,8.00000e-03,
-1.5689999e-01,8.00000e-03,
-1.5687999e-01,8.00000e-03,
-1.5685999e-01,8.00000e-03,
-1.5684000e-01,8.80000e-03,
-1.5681998e-01,8.80000e-03,
-1.5679999e-01,8.80000e-03,
-1.5677999e-01,8.00000e-03,
-1.5675999e-01,8.80000e-03,
-1.5673999e-01,8.00000e-03,
-1.5672000e-01,8.00000e-03,
-1.5669999e-01,8.00000e-03,
-1.5667999e-01,8.00000e-03,
-1.5665999e-01,8.00000e-03,
-1.5663999e-01,7.20000e-03,
-1.5662000e-01,7.20000e-03,
-1.5659998e-01,7.20000e-03,
-1.5657999e-01,7.20000e-03,
-1.5655999e-01,6.40000e-03,
-1.5653999e-01,7.20000e-03,
-1.5651999e-01,8.00000e-03,
-1.5650000e-01,8.00000e-03,
-1.5647998e-01,8.00000e-03,
-1.5645999e-01,7.20000e-03,
-1.5643999e-01,8.00000e-03,
-1.5641999e-01,8.80000e-03,
-1.5640000e-01,8.00000e-03,
-1.5638000e-01,8.00000e-03,
-1.5635999e-01,8.80000e-03,
-1.5633999e-01,8.00000e-03,
-1.5631999e-01,8.80000e-03,
-1.5629999e-01,8.00000e-03,
-1.5628000e-01,8.80000e-03,
-1.5625998e-01,8.00000e-03,
-1.5623999e-01,8.80000e-03,
-1.5621999e-01,8.80000e-03,
-1.5619999e-01,8.80000e-03,
-1.5617999e-01,8.00000e-03,
-1.5616000e-01,8.80000e-03,
-1.5613998e-01,8.00000e-03,
-1.5611999e-01,8.00000e-03,
-1.5609999e-01,8.00000e-03,
-1.5607999e-01,8.00000e-03,
-1.5606000e-01,8.80000e-03,
-1.5604000e-01,8.80000e-03,
-1.5601999e-01,8.80000e-03,
-1.5599999e-01,8.80000e-03,
-1.5597999e-01,8.80000e-03,
-1.5595999e-01,8.80000e-03,
-1.5594000e-01,8.00000e-03,
-1.5591998e-01,8.00000e-03,
-1.5589999e-01,8.80000e-03,
-1.5587999e-01,8.80000e-03,
-1.5585999e-01,8.80000e-03,
-1.5583999e-01,8.80000e-03,
-1.5582000e-01,8.80000e-03,
-1.5579998e-01,8.80000e-03,
-1.5577999e-01,8.80000e-03,
-1.5575999e-01,8.80000e-03,
-1.5573999e-01,8.80000e-03,
-1.5572000e-01,8.80000e-03,
-1.5570000e-01,8.80000e-03,
-1.5567999e-01,8.80000e-03,
-1.5565999e-01,8.80000e-03,
-1.5563999e-01,8.80000e-03,
-1.5561999e-01,8.80000e-03,
-1.5560000e-01,8.80000e-03,
-1.5557998e-01,8.80000e-03,
-1.5555999e-01,9.60000e-03,
-1.5553999e-01,9.60000e-03,
-1.5551999e-01,9.60000e-03,
-1.5549999e-01,8.80000e-03,
-1.5548000e-01,8.80000e-03,
-1.5545999e-01,8.80000e-03,
-1.5543999e-01,8.80000e-03,
-1.5541999e-01,9.60000e-03,
-1.5539999e-01,8.00000e-03,
-1.5538000e-01,8.00000e-03,
-1.5535998e-01,8.80000e-03,
-1.5533999e-01,8.80000e-03,
-1.5531999e-01,8.80000e-03,
-1.5529999e-01,8.80000e-03,
-1.5527999e-01,9.60000e-03,
-1.5526000e-01,1.04000e-02,
-1.5523998e-01,9.60000e-03,
-1.5521999e-01,9.60000e-03,
-1.5519999e-01,8.80000e-03,
-1.5517999e-01,8.80000e-03,
-1.5515999e-01,8.80000e-03,
-1.5514000e-01,8.80000e-03,
-1.5511999e-01,8.00000e-03,
-1.5509999e-01,8.00000e-03,
-1.5507999e-01,8.00000e-03,
-1.5505999e-01,8.00000e-03,
-1.5504000e-01,8.00000e-03,
-1.5501998e-01,8.00000e-03,
-1.5499999e-01,7.20000e-03,
-1.5497999e-01,7.20000e-03,
-1.5495999e-01,8.00000e-03,
-1.5493999e-01,8.00000e-03,
-1.5492000e-01,8.80000e-03,
-1.5489998e-01,8.80000e-03,
-1.5487999e-01,8.80000e-03,
-1.5485999e-01,8.80000e-03,
-1.5483999e-01,8.00000e-03,
-1.5482000e-01,8.00000e-03,
-1.5480000e-01,8.00000e-03,
-1.5477999e-01,8.80000e-03,
-1.5475999e-01,8.80000e-03,
-1.5473999e-01,8.80000e-03,
-1.5471999e-01,8.00000e-03,
-1.5470000e-01,8.00000e-03,
-1.5467998e-01,7.20000e-03,
-1.5465999e-01,7.20000e-03,
-1.5463999e-01,7.20000e-03,
-1.5461999e-01,8.00000e-03,
-1.5459999e-01,8.00000e-03,
-1.5458000e-01,8.80000e-03,
-1.5455998e-01,8.00000e-03,
-1.5453999e-01,8.00000e-03,
-1.5451999e-01,8.00000e-03,
-1.5449999e-01,8.80000e-03,
-1.5448000e-01,8.00000e-03,
-1.5446000e-01,8.80000e-03,
-1.5443999e-01,8.00000e-03,
-1.5441999e-01,8.80000e-03,
-1.5439999e-01,8.80000e-03,
-1.5437999e-01,8.80000e-03,
-1.5436000e-01,8.00000e-03,
-1.5433998e-01,8.00000e-03,
-1.5431999e-01,8.00000e-03,
-1.5429999e-01,8.00000e-03,
-1.5427999e-01,8.00000e-03,
-1.5425999e-01,8.00000e-03,
-1.5424000e-01,7.20000e-03,
-1.5421999e-01,7.20000e-03,
-1.5419999e-01,8.00000e-03,
-1.5417999e-01,8.00000e-03,
-1.5415999e-01,8.00000e-03,
-1.5414000e-01,8.00000e-03,
-1.5412000e-01,8.00000e-03,
-1.5409999e-01,8.00000e-03,
-1.5407999e-01,8.00000e-03,
-1.5405999e-01,8.00000e-03,
-1.5403999e-01,8.00000e-03,
-1.5402000e-01,8.80000e-03,
-1.5399998e-01,8.80000e-03,
-1.5397999e-01,9.60000e-03,
-1.5395999e-01,9.60000e-03,
-1.5393999e-01,8.80000e-03,
-1.5391999e-01,8.80000e-03,
-1.5390000e-01,8.00000e-03,
-1.5387999e-01,7.20000e-03,
-1.5385999e-01,7.20000e-03,
-1.5383999e-01,6.40000e-03,
-1.5381999e-01,7.20000e-03,
-1.5380000e-01,7.20000e-03,
-1.5377998e-01,7.20000e-03,
-1.5375999e-01,7.20000e-03,
-1.5373999e-01,7.20000e-03,
-1.5371999e-01,7.20000e-03,
-1.5369999e-01,8.00000e-03,
-1.5368000e-01,8.00000e-03,
-1.5365998e-01,8.00000e-03,
-1.5363999e-01,7.20000e-03,
-1.5361999e-01,8.00000e-03,
-1.5359999e-01,7.20000e-03,
-1.5358000e-01,8.00000e-03,
-1.5356000e-01,8.00000e-03,
-1.5353999e-01,8.00000e-03,
-1.5351999e-01,8.00000e-03,
-1.5349999e-01,8.00000e-03,
-1.5347999e-01,8.80000e-03,
-1.5346000e-01,8.80000e-03,
-1.5343998e-01,8.80000e-03,
-1.5341999e-01,8.80000e-03,
-1.5339999e-01,8.80000e-03,
-1.5337999e-01,8.80000e-03,
-1.5335999e-01,8.80000e-03,
-1.5334000e-01,8.80000e-03,
-1.5331998e-01,8.00000e-03,
-1.5329999e-01,8.00000e-03,
-1.5327999e-01,8.00000e-03,
-1.5325999e-01,8.00000e-03,
-1.5324000e-01,8.00000e-03,
-1.5322000e-01,8.00000e-03,
-1.5319999e-01,8.00000e-03,
-1.5317999e-01,8.00000e-03,
-1.5315999e-01,8.00000e-03,
-1.5313999e-01,8.80000e-03,
-1.5312000e-01,8.80000e-03,
-1.5309998e-01,8.80000e-03,
-1.5307999e-01,8.80000e-03,
-1.5305999e-01,8.80000e-03,
-1.5303999e-01,8.80000e-03,
-1.5301999e-01,8.80000e-03,
-1.5300000e-01,8.80000e-03,
-1.5297998e-01,8.80000e-03,
-1.5295999e-01,8.80000e-03,
-1.5293999e-01,8.80000e-03,
-1.5291999e-01,8.80000e-03,
-1.5290000e-01,8.00000e-03,
-1.5288000e-01,8.80000e-03,
-1.5285999e-01,8.80000e-03,
-1.5283999e-01,8.00000e-03,
-1.5281999e-01,8.00000e-03,
-1.5279999e-01,8.00000e-03,
-1.5278000e-01,7.20000e-03,
-1.5275998e-01,7.20000e-03,
-1.5273999e-01,7.20000e-03,
-1.5271999e-01,7.20000e-03,
-1.5269999e-01,8.00000e-03,
-1.5267999e-01,8.00000e-03,
-1.5266000e-01,8.00000e-03,
-1.5263999e-01,8.00000e-03,
-1.5261999e-01,8.00000e-03,
-1.5259999e-01,8.00000e-03,
-1.5257999e-01,7.20000e-03,
-1.5256000e-01,7.20000e-03,
-1.5254000e-01,7.20000e-03,
-1.5251999e-01,7.20000e-03,
-1.5249999e-01,8.00000e-03,
-1.5247999e-01,8.80000e-03,
-1.5245999e-01,8.80000e-03,
-1.5244000e-01,8.80000e-03,
-1.5241998e-01,8.80000e-03,
-1.5239999e-01,8.00000e-03,
-1.5237999e-01,8.00000e-03,
-1.5235999e-01,8.00000e-03,
-1.5233999e-01,8.80000e-03,
-1.5232000e-01,8.80000e-03,
-1.5229999e-01,9.60000e-03,
-1.5227999e-01,9.60000e-03,
-1.5225999e-01,9.60000e-03,
-1.5223999e-01,8.80000e-03,
-1.5222000e-01,9.60000e-03,
-1.5219998e-01,8.80000e-03,
-1.5217999e-01,9.60000e-03,
-1.5215999e-01,8.80000e-03,
-1.5213999e-01,9.60000e-03,
-1.5211999e-01,8.80000e-03,
-1.5210000e-01,8.80000e-03,
-1.5207998e-01,8.00000e-03,
-1.5205999e-01,8.00000e-03,
-1.5203999e-01,8.00000e-03,
-1.5201999e-01,8.00000e-03,
-1.5200000e-01,8.00000e-03,
-1.5198000e-01,8.00000e-03,
-1.5195999e-01,8.00000e-03,
-1.5193999e-01,8.00000e-03,
-1.5191999e-01,7.20000e-03,
-1.5189999e-01,8.00000e-03,
-1.5188000e-01,8.00000e-03,
-1.5185998e-01,8.00000e-03,
-1.5183999e-01,8.00000e-03,
-1.5181999e-01,8.00000e-03,
-1.5179999e-01,8.00000e-03,
-1.5177999e-01,8.00000e-03,
-1.5176000e-01,8.00000e-03,
-1.5173998e-01,8.00000e-03,
-1.5171999e-01,8.00000e-03,
-1.5169999e-01,8.80000e-03,
-1.5167999e-01,8.00000e-03,
-1.5166000e-01,8.00000e-03,
-1.5164000e-01,8.00000e-03,
-1.5161999e-01,8.80000e-03,
-1.5159999e-01,8.80000e-03,
-1.5157999e-01,8.80000e-03,
-1.5155999e-01,8.00000e-03,
-1.5154000e-01,8.00000e-03,
-1.5151998e-01,8.00000e-03,
-1.5149999e-01,8.80000e-03,
-1.5147999e-01,8.80000e-03,
-1.5145999e-01,9.60000e-03,
-1.5143999e-01,9.60000e-03,
-1.5142000e-01,8.80000e-03,
-1.5139998e-01,8.00000e-03,
-1.5137999e-01,8.80000e-03,
-1.5135999e-01,8.00000e-03,
-1.5133999e-01,8.80000e-03,
-1.5132000e-01,8.00000e-03,
-1.5130000e-01,8.00000e-03,
-1.5127999e-01,8.00000e-03,
-1.5125999e-01,8.00000e-03,
-1.5123999e-01,8.00000e-03,
-1.5121999e-01,8.00000e-03,
-1.5120000e-01,8.00000e-03,
-1.5117998e-01,8.00000e-03,
-1.5115999e-01,8.80000e-03,
-1.5113999e-01,8.00000e-03,
-1.5111999e-01,8.00000e-03,
-1.5109999e-01,8.00000e-03,
-1.5108000e-01,8.00000e-03,
-1.5105999e-01,8.00000e-03,
-1.5103999e-01,8.00000e-03,
-1.5101999e-01,8.00000e-03,
-1.5099999e-01,8.80000e-03,
-1.5098000e-01,8.80000e-03,
-1.5095998e-01,8.80000e-03,
-1.5093999e-01,9.60000e-03,
-1.5091999e-01,9.60000e-03,
-1.5089999e-01,9.60000e-03,
-1.5087999e-01,8.80000e-03,
-1.5086000e-01,9.60000e-03,
-1.5083998e-01,8.80000e-03,
-1.5081999e-01,1.04000e-02,
-1.5079999e-01,8.80000e-03,
-1.5077999e-01,9.60000e-03,
-1.5075999e-01,9.60000e-03,
-1.5074000e-01,9.60000e-03,
-1.5071999e-01,8.80000e-03,
-1.5069999e-01,9.60000e-03,
-1.5067999e-01,8.00000e-03,
-1.5065999e-01,8.00000e-03,
-1.5064000e-01,8.00000e-03,
-1.5061998e-01,8.00000e-03,
-1.5059999e-01,8.80000e-03,
-1.5057999e-01,8.00000e-03,
-1.5055999e-01,8.80000e-03,
-1.5053999e-01,8.00000e-03,
-1.5052000e-01,8.80000e-03,
-1.5049998e-01,8.00000e-03,
-1.5047999e-01,8.80000e-03,
-1.5045999e-01,8.80000e-03,
-1.5043999e-01,8.80000e-03,
-1.5042000e-01,8.80000e-03,
-1.5040000e-01,8.80000e-03,
-1.5037999e-01,8.80000e-03,
-1.5035999e-01,8.80000e-03,
-1.5033999e-01,8.80000e-03,
-1.5031999e-01,8.80000e-03,
-1.5030000e-01,8.80000e-03,
-1.5027998e-01,8.00000e-03,
-1.5025999e-01,8.80000e-03,
-1.5023999e-01,8.00000e-03,
-1.5021999e-01,8.00000e-03,
-1.5019999e-01,8.00000e-03,
-1.5018000e-01,8.00000e-03,
-1.5015998e-01,8.80000e-03,
-1.5013999e-01,9.60000e-03,
-1.5011999e-01,8.80000e-03,
-1.5009999e-01,8.80000e-03,
-1.5008000e-01,8.80000e-03,
-1.5006000e-01,8.80000e-03,
-1.5003999e-01,8.00000e-03,
-1.5001999e-01,8.80000e-03,
-1.4999999e-01,8.80000e-03,
-1.4997999e-01,8.00000e-03,
-1.4996000e-01,8.80000e-03,
-1.4993998e-01,8.00000e-03,
-1.4991999e-01,8.80000e-03,
-1.4989999e-01,8.80000e-03,
-1.4987999e-01,9.60000e-03,
-1.4985999e-01,8.80000e-03,
-1.4984000e-01,8.80000e-03,
-1.4981999e-01,8.00000e-03,
-1.4979999e-01,8.00000e-03,
-1.4977999e-01,7.20000e-03,
-1.4975999e-01,8.00000e-03,
-1.4974000e-01,8.00000e-03,
-1.4972000e-01,8.00000e-03,
-1.4969999e-01,8.00000e-03,
-1.4967999e-01,8.00000e-03,
-1.4965999e-01,8.80000e-03,
-1.4963999e-01,8.80000e-03,
-1.4962000e-01,8.00000e-03,
-1.4959998e-01,8.00000e-03,
-1.4957999e-01,8.00000e-03,
-1.4955999e-01,8.00000e-03,
-1.4953999e-01,8.00000e-03,
-1.4951999e-01,8.00000e-03,
-1.4950000e-01,8.80000e-03,
-1.4947999e-01,8.00000e-03,
-1.4945999e-01,8.00000e-03,
-1.4943999e-01,8.00000e-03,
-1.4941999e-01,8.00000e-03,
-1.4940000e-01,7.20000e-03,
-1.4937998e-01,7.20000e-03,
-1.4935999e-01,7.20000e-03,
-1.4933999e-01,8.00000e-03,
-1.4931999e-01,8.00000e-03,
-1.4929999e-01,8.00000e-03,
-1.4928000e-01,8.00000e-03,
-1.4925998e-01,8.80000e-03,
-1.4923999e-01,8.00000e-03,
